订单编号,日期,省,订单量,单价,销售额
953f-4b46-a8a2-0eb0e39818a8,2020-03-10,湖南,12.0,150.0,1800.0
4aa8-4f45-a39b-3be4d717f4b9,2020-03-10,广东,25.0,150.0,3750.0
f8e8-4e71-8edf-16cfc691a465,2020-03-10,广东,15.0,150.0,2250.0
b27a-4379-a79b-0cc3e7d0593f,2020-03-10,其他,6.0,150.0,900.0
847c-451c-a56e-6f4bca0438e6,2020-03-10,广东,16.0,150.0,2400.0
2b31-4392-be6e-19af71e40261,2020-03-10,广东,23.0,150.0,3450.0
0e1b-491e-b069-aa250ad61376,2020-03-10,湖北,70.0,150.0,10500.0
65da-4b62-96c9-837c242f79ec,2020-03-10,广东,22.0,150.0,3300.0
a1cf-416b-81d5-31dc2b39f33f,2020-03-10,湖北,66.0,150.0,9900.0
cf02-4029-95f1-ea0aad767602,2020-03-10,广东,15.0,150.0,2250.0
dcc0-4ff6-89c5-3abbb6846c28,2020-03-10,湖北,100.0,150.0,15000.0
8254-4f0e-99e4-88b96c93e3ac,2020-03-10,湖北,73.0,150.0,10950.0
d707-4d5c-ac10-59d3fd3dc0bb,2020-03-10,江苏,5.0,150.0,750.0
b27a-4379-a79b-0cc3e7d0593f,2020-03-10,湖南,13.0,150.0,1950.0
4ea4-480a-a070-295408955363,2020-03-10,河南,6.0,150.0,900.0
133a-4740-9eca-e3de35ef4a02,2020-03-10,湖北,82.0,150.0,12300.0
dbdf-484a-ba30-458efd55d298,2020-03-10,湖北,54.0,150.0,8100.0
9cc8-4542-8fed-3145e1942504,2020-03-10,湖南,17.0,150.0,2550.0
f904-4405-9265-6801502614cc,2020-03-10,湖北,96.0,150.0,14400.0
b266-480c-bd80-16e9f16eedd2,2020-03-10,其他,10.0,150.0,1500.0
59c4-4da7-9b09-bbae4a281498,2020-03-10,湖南,10.0,150.0,1500.0
a411-43b5-a5fb-dd6ca85069f2,2020-03-10,湖北,96.0,150.0,14400.0
eed4-4fc6-b2e5-3d12b58a0fa8,2020-03-10,湖北,97.0,150.0,14550.0
dd85-4865-920a-a6a14f50f97f,2020-03-10,湖北,64.0,150.0,9600.0
6e17-4420-b512-cf504e8cf082,2020-03-10,湖北,94.0,150.0,14100.0
9b23-41ab-ab38-5d57ea1d09a0,2020-03-10,湖北,100.0,150.0,15000.0
4ff9-4753-8514-fa0ebee83d8f,2020-03-10,湖北,59.0,150.0,8850.0
651d-4c15-8152-6385d0d315dc,2020-03-10,湖北,84.0,150.0,12600.0
b504-414d-8295-660935414663,2020-03-10,湖北,79.0,150.0,11850.0
87c7-46ca-9e43-cb791c37ce18,2020-03-10,湖北,69.0,150.0,10350.0
f2d9-4e31-abfa-df5e3ecc77b4,2020-03-10,湖北,75.0,150.0,11250.0
d27c-4e4e-889a-0f3a3ef6b53a,2020-03-10,湖北,96.0,150.0,14400.0
e75b-4071-a4eb-b67de8e39614,2020-03-10,湖北,79.0,150.0,11850.0
7430-484d-9bf4-3fbbeea0d147,2020-03-10,其他,6.0,150.0,900.0
cf02-4029-95f1-ea0aad767602,2020-03-10,湖北,100.0,150.0,15000.0
19e3-4378-a86c-bebda5106ca8,2020-03-10,湖北,75.0,150.0,11250.0
bb60-4a0b-a071-361212233b66,2020-03-10,湖北,89.0,150.0,13350.0
7941-4e74-8e0f-2c35aed523e3,2020-03-10,湖北,50.0,150.0,7500.0
c05c-4fad-9c50-43a1fb0e5d2b,2020-03-10,湖北,72.0,150.0,10800.0
369b-4884-8f06-c66eb222575c,2020-03-10,湖北,95.0,150.0,14250.0
43b2-4256-82a3-f90bb67cf746,2020-03-10,广东,20.0,150.0,3000.0
87b3-4054-a811-a21d7856d8c0,2020-03-10,湖南,11.0,150.0,1650.0
7b1f-49d1-991e-6480ffe0c6c4,2020-03-10,其他,10.0,150.0,1500.0
9b6c-4cf0-ab49-7951a92f37b2,2020-03-10,广东,25.0,150.0,3750.0
535a-4eca-8fa0-9cc54c66e11d,2020-03-10,湖北,91.0,150.0,13650.0
939e-414e-91d2-c8894a796d77,2020-03-10,湖北,62.0,150.0,9300.0
b4ba-443e-acb9-7580a1aaba50,2020-03-10,湖北,52.0,150.0,7800.0
ea43-41d4-85ce-ac557176d69c,2020-03-10,广东,15.0,150.0,2250.0
de17-446c-95ae-3724f6068017,2020-03-10,湖北,61.0,150.0,9150.0
ad79-4858-b50f-e72ee339ea40,2020-03-10,广东,25.0,150.0,3750.0
e404-4324-b4a4-736f6b9c5d09,2020-03-10,湖北,78.0,150.0,11700.0
6b12-47ed-a158-8f06a942ff9c,2020-03-10,广东,23.0,150.0,3450.0
0e3b-4c87-989f-f9ffd2105d57,2020-03-10,湖南,11.0,150.0,1650.0
5021-4b39-8721-11dcf7b53141,2020-03-10,江苏,2.0,150.0,300.0
a0a3-4197-9996-c8161b108cf8,2020-03-10,湖北,98.0,150.0,14700.0
98f9-49fb-882c-06dd7f54916b,2020-03-10,湖北,62.0,150.0,9300.0
7f00-448c-9007-21b2e056ad01,2020-03-10,湖南,20.0,150.0,3000.0
6a1d-4e6f-8da1-7bf41b7d67c6,2020-03-10,广东,22.0,150.0,3300.0
43de-4eaf-a228-3e8fbc52d14c,2020-03-10,湖北,79.0,150.0,11850.0
745f-4f78-af9a-f9caaa494acf,2020-03-10,湖北,93.0,150.0,13950.0
f61b-4406-bf5f-23df820ce38a,2020-03-10,广东,23.0,150.0,3450.0
5869-420b-aed4-6afa953a8c07,2020-03-10,湖北,62.0,150.0,9300.0
efdc-47f5-8dcf-ad51d70aff92,2020-03-10,湖南,16.0,150.0,2400.0
6f36-41bb-a8ad-f508be4dcb97,2020-03-10,湖北,86.0,150.0,12900.0
8cad-41ee-85b7-c59b85f0ebe6,2020-03-10,湖南,14.0,150.0,2100.0
43ad-4120-a5c0-9641e2397d15,2020-03-10,广东,21.0,150.0,3150.0
611f-4e71-bbee-a703f956dfbd,2020-03-10,湖北,53.0,150.0,7950.0
aa1c-4f78-8322-d70de7dfcab8,2020-03-10,湖北,57.0,150.0,8550.0
bc63-4bf2-bf30-d0210bf4704c,2020-03-10,湖南,14.0,150.0,2100.0
d285-4826-822f-b869069c0515,2020-03-10,广东,21.0,150.0,3150.0
c295-47d9-b6f3-ba58fbe08e32,2020-03-10,湖北,88.0,150.0,13200.0
4ea4-480a-a070-295408955363,2020-03-10,湖北,87.0,150.0,13050.0
d44c-4c82-9095-59e1e80d1c3c,2020-03-10,湖北,59.0,150.0,8850.0
bb5b-4267-ad40-c0fb368f98b6,2020-03-10,湖北,59.0,150.0,8850.0
3b1f-42c9-8b9d-574b5a9c4c3d,2020-03-10,湖北,100.0,150.0,15000.0
d765-4fe2-b7ac-0b3c1056ff97,2020-03-10,广东,20.0,150.0,3000.0
9e68-4753-9943-58458cb9da7f,2020-03-10,湖北,50.0,150.0,7500.0
8faa-4c39-829e-6e30853d7208,2020-03-10,湖北,94.0,150.0,14100.0
b813-495f-9402-3d8502ca7898,2020-03-10,广东,16.0,150.0,2400.0
f8b7-4481-92d2-c20be9c385a5,2020-03-10,湖北,96.0,150.0,14400.0
ca9e-4238-90a1-e99258e8bbc5,2020-03-10,湖南,13.0,150.0,1950.0
6c64-45d2-8d55-c2b244fcdd16,2020-03-10,湖北,999999999.0,999999999.0,999999999.0
8c49-47f4-8edc-114e1c12413d,2020-03-10,湖北,91.0,150.0,13650.0
390c-4d2f-adc0-f5a027ff7f68,2020-03-10,广东,18.0,150.0,2700.0
2ab7-46f0-bb1f-b34812f48cd1,2020-03-10,河南,10.0,150.0,1500.0
4b12-4ac4-9121-8f2e2db50692,2020-03-10,湖北,91.0,150.0,13650.0
8c62-48bd-bcd4-b2c4bc491a54,2020-03-10,湖北,80.0,150.0,12000.0
0fad-43c0-89cd-ae89ce09a181,2020-03-10,湖北,57.0,150.0,8550.0
ab75-4dee-9846-c07d833fd31c,2020-03-10,湖北,85.0,150.0,12750.0
ab38-4b37-ae73-c1daa39958be,2020-03-10,广东,20.0,150.0,3000.0
2e1f-41b8-a44a-70391a54908b,2020-03-10,湖北,58.0,150.0,8700.0
847c-451c-a56e-6f4bca0438e6,2020-03-10,湖北,75.0,150.0,11250.0
7232-4a29-b15a-f41d7471c369,2020-03-10,广东,20.0,150.0,3000.0
a56d-4415-ad6e-020cdb154c35,2020-03-10,河南,7.0,150.0,1050.0
c4fd-4de9-a5a9-00969e562c86,2020-03-10,广东,16.0,150.0,2400.0
1d2b-4b12-81e2-8da18865a711,2020-03-10,湖北,67.0,150.0,10050.0
dcf4-45d6-89cc-2a3ca716dd1d,2020-03-10,湖北,100.0,150.0,15000.0
6a1d-4e6f-8da1-7bf41b7d67c6,2020-03-10,湖北,95.0,150.0,14250.0
ff13-42ae-88af-93ad9b529541,2020-03-10,湖北,66.0,150.0,9900.0
b266-480c-bd80-16e9f16eedd2,2020-03-10,广东,15.0,150.0,2250.0
2d6d-4969-b029-4d8f6b1cf1c7,2020-03-10,广东,23.0,150.0,3450.0
cd59-4ffe-ad78-a32f0de3d7df,2020-03-10,河南,6.0,150.0,900.0
6299-482e-a150-a5bee0e02e85,2020-03-10,湖北,81.0,150.0,12150.0
3fbf-48c9-a3be-54f363f3b212,2020-03-10,湖北,57.0,150.0,8550.0
7d88-49d1-8d60-e4d8b9366749,2020-03-10,广东,18.0,150.0,2700.0
92e9-4cb5-9420-a34de1a5f5c6,2020-03-10,湖北,82.0,150.0,12300.0
4650-42be-9b26-fffb94e2ef50,2020-03-10,湖北,84.0,150.0,12600.0
1795-49d9-9752-f52de95f0a99,2020-03-10,湖北,94.0,150.0,14100.0
e54c-4c1a-bf97-c8cd02094d83,2020-03-10,河南,8.0,150.0,1200.0
46ae-4f73-b755-26d9c721247f,2020-03-10,湖北,90.0,150.0,13500.0
c27a-4571-abe5-660e6e5a7695,2020-03-10,湖北,70.0,150.0,10500.0
f7df-49c1-a30b-cb9014339a75,2020-03-10,广东,22.0,150.0,3300.0
dd49-4f95-885f-b17df24d8275,2020-03-10,湖北,90.0,150.0,13500.0
6421-4d38-af2e-27c6a350128f,2020-03-10,湖北,88.0,150.0,13200.0
98a4-4f74-a95b-b6da894cb813,2020-03-10,湖北,88.0,150.0,13200.0
d5ab-429c-bd2f-ea4cd835d2a1,2020-03-10,江苏,5.0,150.0,750.0
bb5b-4267-ad40-c0fb368f98b6,2020-03-10,河南,6.0,150.0,900.0
f327-48fe-8c75-f091dc45bbdf,2020-03-10,湖南,19.0,150.0,2850.0
207a-48f3-b0be-c45d01604d9c,2020-03-10,湖北,90.0,150.0,13500.0
62a6-493d-b354-c731433f0beb,2020-03-10,湖北,69.0,150.0,10350.0
4046-45c3-a6ce-f36c53f68cda,2020-03-10,湖北,71.0,150.0,10650.0
05b6-4b61-90e7-788eb5228a49,2020-03-10,湖北,94.0,150.0,14100.0
fd13-4225-b4f8-f6d86275bd8c,2020-03-10,广东,24.0,150.0,3600.0
3331-494d-93b2-ecf204e564fa,2020-03-10,湖北,83.0,150.0,12450.0
f35a-4e43-b0a1-49b0df78968e,2020-03-10,广东,25.0,150.0,3750.0
91a2-48e1-9c15-0cbc5838e7ca,2020-03-10,湖南,11.0,150.0,1650.0
69ef-4d50-87b6-d2e378822bab,2020-03-10,湖北,73.0,150.0,10950.0
3f11-4dee-9af2-68e8ae95b267,2020-03-10,湖北,89.0,150.0,13350.0
7b1f-49d1-991e-6480ffe0c6c4,2020-03-10,湖南,18.0,150.0,2700.0
df28-4ffa-8c7c-f27b309fc105,2020-03-10,河南,8.0,150.0,1200.0
f11d-48a4-b124-f91087d8649b,2020-03-10,湖北,82.0,150.0,12300.0
b1b1-4de2-a908-4f6267548971,2020-03-10,湖北,95.0,150.0,14250.0
6498-4136-8858-4db4030fda95,2020-03-10,湖北,83.0,150.0,12450.0
506f-44f1-b87e-44404d412411,2020-03-10,广东,25.0,150.0,3750.0
7147-41a7-b0de-87a19977cecd,2020-03-10,湖北,90.0,150.0,13500.0
a69a-4f02-b7c8-f5653a82e75b,2020-03-10,湖北,87.0,150.0,13050.0
3d70-45d5-be19-64dd9b4ebb29,2020-03-10,湖北,78.0,150.0,11700.0
bb5b-4267-ad40-c0fb368f98b6,2020-03-10,广东,24.0,150.0,3600.0
1423-4c8f-9286-760fca4924d4,2020-03-10,湖北,74.0,150.0,11100.0
626f-4db9-8bfc-f54bcd84587f,2020-03-10,湖北,100.0,150.0,15000.0
8511-46b0-9528-2da19f7e261c,2020-03-10,湖北,72.0,150.0,10800.0
2ab7-46f0-bb1f-b34812f48cd1,2020-03-10,湖南,10.0,150.0,1500.0
ec7c-4766-823f-f9f9455ab53e,2020-03-10,湖北,92.0,150.0,13800.0
bb5b-4267-ad40-c0fb368f98b6,2020-03-10,湖南,19.0,150.0,2850.0
2f39-4ff5-af27-fb5b0cf83acd,2020-03-10,广东,19.0,150.0,2850.0
cd18-49af-8066-ef9c8dcb3829,2020-03-10,湖北,56.0,150.0,8400.0
5bc6-4cea-a637-4517d1736970,2020-03-10,湖北,65.0,150.0,9750.0
8e6e-43cc-b667-4b659689e7da,2020-03-10,河南,6.0,150.0,900.0
be2d-4654-a4b6-e044ad556e67,2020-03-10,广东,23.0,150.0,3450.0
b006-494e-ad6a-c26b7065a436,2020-03-10,湖北,84.0,150.0,12600.0
9325-4298-b1f8-69be1ca6cf3a,2020-03-10,湖南,999999999.0,999999999.0,999999999.0
2e1f-41b8-a44a-70391a54908b,2020-03-10,其他,6.0,150.0,900.0
9cc8-4542-8fed-3145e1942504,2020-03-10,河南,6.0,150.0,900.0
6b12-47ed-a158-8f06a942ff9c,2020-03-10,湖北,81.0,150.0,12150.0
357e-41b2-bc3e-0a827002f415,2020-03-10,湖北,70.0,150.0,10500.0
ca9f-4daa-8993-265fcc8eb1bd,2020-03-10,湖南,20.0,150.0,3000.0
c27a-4571-abe5-660e6e5a7695,2020-03-10,湖北,70.0,150.0,10500.0
6e4d-4893-a2dd-bad2e9ca75cb,2020-03-10,湖北,78.0,150.0,11700.0
24ed-44c4-9b38-25e3cfb7eec8,2020-03-10,湖北,63.0,150.0,9450.0
1d20-4227-b0f5-452eae2ec1a2,2020-03-10,湖北,55.0,150.0,8250.0
5c01-4614-9416-a08a7781b786,2020-03-10,湖北,70.0,150.0,10500.0
43de-4eaf-a228-3e8fbc52d14c,2020-03-10,广东,17.0,150.0,2550.0
ad5c-4542-89fe-e08f21dcf607,2020-03-10,湖北,80.0,150.0,12000.0
2706-40e5-bfb0-7df1b4589362,2020-03-10,湖北,82.0,150.0,12300.0
384f-439c-8cd4-54c29eb0b52b,2020-03-10,湖北,65.0,150.0,9750.0
7a86-447e-bcb4-8a26f4a0a0ed,2020-03-10,湖北,99.0,150.0,14850.0
4ea8-4444-8405-d11b7d5fef34,2020-03-10,湖北,55.0,150.0,8250.0
87c7-46ca-9e43-cb791c37ce18,2020-03-10,广东,15.0,150.0,2250.0
be2d-4654-a4b6-e044ad556e67,2020-03-10,湖北,96.0,150.0,14400.0
c9a1-4aae-8614-d3c1e047fe81,2020-03-10,广东,18.0,150.0,2700.0
1023-4440-8945-4587be0ec4b1,2020-03-10,湖北,66.0,150.0,9900.0
b266-480c-bd80-16e9f16eedd2,2020-03-10,湖南,19.0,150.0,2850.0
7e10-4700-9c0d-244cf97d47a3,2020-03-10,广东,25.0,150.0,3750.0
107c-47bd-a4b7-b8d558a3d70f,2020-03-10,湖北,57.0,150.0,8550.0
34f7-44fd-b2f7-8ccb4b113d5e,2020-03-10,湖北,74.0,150.0,11100.0
8637-44df-9c4d-c6b50b55ad0e,2020-03-10,湖北,65.0,150.0,9750.0
0e3b-4c87-989f-f9ffd2105d57,2020-03-10,河南,10.0,150.0,1500.0
cd59-4ffe-ad78-a32f0de3d7df,2020-03-10,湖南,11.0,150.0,1650.0
555f-4045-a849-41b0805bf92f,2020-03-10,湖北,63.0,150.0,9450.0
3789-4a58-8292-2488b6ee1ffd,2020-03-10,湖北,98.0,150.0,14700.0
4a0c-49e5-ac38-d296d3a04300,2020-03-10,湖北,75.0,150.0,11250.0
b0eb-476c-9815-c99046be583d,2020-03-10,湖北,99.0,150.0,14850.0
d315-4f97-8a77-8496674d465e,2020-03-10,广东,18.0,150.0,2700.0
2c31-4b05-8451-94ede3fa7bb5,2020-03-10,湖北,94.0,150.0,14100.0
a950-42d7-8370-24cde7abe779,2020-03-10,湖北,85.0,150.0,12750.0
ff51-4594-89d1-7f732f93857f,2020-03-10,湖北,56.0,150.0,8400.0
ddb5-4db4-8c17-5c39d0400c50,2020-03-10,湖北,66.0,150.0,9900.0
c822-4da6-b9ed-7af89151214f,2020-03-10,湖南,17.0,150.0,2550.0
b7fe-4683-8e0a-eb8b8f17d1bf,2020-03-10,广东,18.0,150.0,2700.0
6e17-4420-b512-cf504e8cf082,2020-03-10,广东,15.0,150.0,2250.0
f71b-49d6-b596-481e6aac92f2,2020-03-10,湖北,91.0,150.0,13650.0
57b3-4c1d-9e01-4c7e4bf364a0,2020-03-10,湖北,83.0,150.0,12450.0
08da-410b-bc0e-caad55ae4b45,2020-03-10,湖北,51.0,150.0,7650.0
ab75-4dee-9846-c07d833fd31c,2020-03-10,湖南,16.0,150.0,2400.0
ab38-4b37-ae73-c1daa39958be,2020-03-10,其他,10.0,150.0,1500.0
1ee1-41a6-8c0a-7c24f988689f,2020-03-10,湖北,57.0,150.0,8550.0
df28-4ffa-8c7c-f27b309fc105,2020-03-10,其他,7.0,150.0,1050.0
34f7-44fd-b2f7-8ccb4b113d5e,2020-03-10,湖南,12.0,150.0,1800.0
8c25-4c4b-b9b9-3cfb013758d8,2020-03-10,湖北,84.0,150.0,12600.0
4377-475c-9e08-1e3d25970ffb,2020-03-10,湖北,50.0,150.0,7500.0
c65c-4447-9dde-f6b4ef2d457b,2020-03-10,广东,15.0,150.0,2250.0
b7bc-4063-ada8-077e2b492f31,2020-03-10,湖北,67.0,150.0,10050.0
c941-4b53-bd32-3c6791928a37,2020-03-10,湖北,82.0,150.0,12300.0
43de-4eaf-a228-3e8fbc52d14c,2020-03-10,湖南,13.0,150.0,1950.0
3c50-44ce-8d66-c4d08a2cd4f6,2020-03-10,湖北,78.0,150.0,11700.0
28af-4eb3-b589-b394351ddb31,2020-03-10,湖北,92.0,150.0,13800.0
1996-43c6-bfb0-bc1eb7c625c1,2020-03-10,湖北,72.0,150.0,10800.0
c070-469e-b3f1-a8eea74a6b94,2020-03-10,广东,18.0,150.0,2700.0
7e38-4ecc-b04f-c54907c822d4,2020-03-10,湖北,51.0,150.0,7650.0
e69b-4334-a847-8761c5586b3d,2020-03-10,湖南,16.0,150.0,2400.0
ab38-4b37-ae73-c1daa39958be,2020-03-10,河南,7.0,150.0,1050.0
1bec-425f-85fa-2ddc6d59059d,2020-03-10,湖北,81.0,150.0,12150.0
0dd4-4a48-a797-d442671db85b,2020-03-10,湖北,89.0,150.0,13350.0
74de-4ae2-b616-551753cb73e5,2020-03-10,河南,9.0,150.0,1350.0
bc0e-4953-91a1-d84a32023a31,2020-03-10,湖北,97.0,150.0,14550.0
0232-4554-ab15-586c752f4520,2020-03-10,湖南,18.0,150.0,2700.0
f452-4e06-a6b9-ffd44c8e535d,2020-03-10,湖北,92.0,150.0,13800.0
ed3b-4143-86e9-68781919cacc,2020-03-10,湖北,64.0,150.0,9600.0
a47b-4093-866b-b3a047824afe,2020-03-10,湖北,52.0,150.0,7800.0
f327-48fe-8c75-f091dc45bbdf,2020-03-10,河南,10.0,150.0,1500.0
df28-4ffa-8c7c-f27b309fc105,2020-03-10,湖北,66.0,150.0,9900.0
361c-4595-bd0b-bb8946a02bad,2020-03-10,湖北,59.0,150.0,8850.0
9e58-4cb7-a331-d2610eeec86d,2020-03-10,广东,20.0,150.0,3000.0
49f6-4bd5-97a5-aeb075a1c8c3,2020-03-10,湖南,12.0,150.0,1800.0
9345-4232-8b2e-432a100826f1,2020-03-10,广东,21.0,150.0,3150.0
7721-431a-8140-f338444356bc,2020-03-10,湖北,82.0,150.0,12300.0
2b31-4392-be6e-19af71e40261,2020-03-10,江苏,5.0,150.0,750.0
eed4-4fc6-b2e5-3d12b58a0fa8,2020-03-10,广东,24.0,150.0,3600.0
1265-4d27-a5c6-d3d6f44cd594,2020-03-10,广东,23.0,150.0,3450.0
1505-4fdd-b1f6-81032342509e,2020-03-10,湖南,14.0,150.0,2100.0
c2b4-4c7f-b71f-f52015a80e5b,2020-03-10,广东,19.0,150.0,2850.0
dd28-472a-91c1-e0d7cd9a86dd,2020-03-10,湖北,79.0,150.0,11850.0
6d60-4677-a8d3-5a1dd8206d4c,2020-03-10,广东,24.0,150.0,3600.0
0232-4554-ab15-586c752f4520,2020-03-10,湖北,59.0,150.0,8850.0
c65c-4447-9dde-f6b4ef2d457b,2020-03-10,湖南,17.0,150.0,2550.0
dcab-4f5d-ba67-ab081a65b99a,2020-03-10,湖北,71.0,150.0,10650.0
02d1-47f0-81f2-5542cd912013,2020-03-10,湖北,68.0,150.0,10200.0
b260-4ca6-9d20-1367dbfba93a,2020-03-10,湖北,86.0,150.0,12900.0
5a99-4aaa-9418-1581d03621f9,2020-03-10,湖北,70.0,150.0,10500.0
5cd2-4183-8da5-a3516b82cb5d,2020-03-10,湖北,66.0,150.0,9900.0
5d6a-403d-aa75-2130c93d2590,2020-03-10,湖北,65.0,150.0,9750.0
d2f1-4905-a0d9-b149ad7b1add,2020-03-10,湖北,68.0,150.0,10200.0
dd70-48f6-b5d7-2d9e9a1559b9,2020-03-10,湖北,98.0,150.0,14700.0
3c3a-43a4-9480-fd3be39ccb56,2020-03-10,湖北,71.0,150.0,10650.0
a415-4c7a-a9a2-ff39ac12a91b,2020-03-10,河南,6.0,150.0,900.0
6b12-47ed-a158-8f06a942ff9c,2020-03-10,湖南,18.0,150.0,2700.0
d664-46eb-8b9b-23bde19f1b7e,2020-03-10,广东,15.0,150.0,2250.0
397b-49a1-8a9e-b4eee4b344ea,2020-03-10,湖南,19.0,150.0,2850.0
361c-4595-bd0b-bb8946a02bad,2020-03-10,湖南,15.0,150.0,2250.0
aea4-4d51-a438-2dd4c1f26c6b,2020-03-10,湖南,20.0,150.0,3000.0
9b19-41ba-bd8d-b1cbdc18d6f8,2020-03-10,湖北,61.0,150.0,9150.0
2ab7-46f0-bb1f-b34812f48cd1,2020-03-10,广东,15.0,150.0,2250.0
fe1d-4b3b-916d-fb3234b93b50,2020-03-10,湖北,98.0,150.0,14700.0
1ee1-41a6-8c0a-7c24f988689f,2020-03-10,广东,22.0,150.0,3300.0
d2c0-4216-9663-c110ba6856c3,2020-03-10,河南,10.0,150.0,1500.0
87af-48e5-8bed-c5dcf9ecc172,2020-03-10,其他,9.0,150.0,1350.0
c4a2-4d10-98e7-a248d0c4e10c,2020-03-10,湖北,71.0,150.0,10650.0
3e47-4173-84d7-b1720f6e3871,2020-03-10,广东,15.0,150.0,2250.0
7042-47cd-b759-5a546df22783,2020-03-10,湖北,62.0,150.0,9300.0
b1a8-4690-a938-2ce6c50d65a2,2020-03-10,湖北,85.0,150.0,12750.0
a56d-4415-ad6e-020cdb154c35,2020-03-10,湖北,84.0,150.0,12600.0
ff13-42ae-88af-93ad9b529541,2020-03-10,广东,20.0,150.0,3000.0
cd59-4ffe-ad78-a32f0de3d7df,2020-03-10,其他,9.0,150.0,1350.0
57b3-4c1d-9e01-4c7e4bf364a0,2020-03-10,广东,19.0,150.0,2850.0
0ed0-4d07-b34c-2a82e1fa77be,2020-03-10,广东,15.0,150.0,2250.0
47b5-4eb2-852a-e549c4f25b0c,2020-03-10,湖北,82.0,150.0,12300.0
ab38-4b37-ae73-c1daa39958be,2020-03-10,湖北,86.0,150.0,12900.0
ce96-475a-a1c8-e4a9374ee17b,2020-03-10,湖北,69.0,150.0,10350.0
8bdd-4149-81e1-d03fe75f6493,2020-03-10,湖北,91.0,150.0,13650.0
ca9f-4daa-8993-265fcc8eb1bd,2020-03-10,广东,24.0,150.0,3600.0
aa10-4d75-9313-4e6d69ccb609,2020-03-10,湖北,60.0,150.0,9000.0
4613-4c96-8974-18958a379213,2020-03-10,湖南,11.0,150.0,1650.0
b7fe-4683-8e0a-eb8b8f17d1bf,2020-03-10,湖北,72.0,150.0,10800.0
949f-48c0-b8ab-2594e954beb5,2020-03-10,湖北,86.0,150.0,12900.0
b4df-4983-8f11-812ef392e230,2020-03-10,湖北,100.0,150.0,15000.0
b94a-4d42-aedc-a14ee582355f,2020-03-10,广东,20.0,150.0,3000.0
ca9f-4daa-8993-265fcc8eb1bd,2020-03-10,湖北,65.0,150.0,9750.0
0fad-47ba-9927-2000c96f2e8a,2020-03-10,湖北,94.0,150.0,14100.0
9ea8-4ae8-9b5d-00e70e7c3e12,2020-03-10,河南,10.0,150.0,1500.0
cef9-46b1-b384-a5d34e8b8544,2020-03-10,广东,16.0,150.0,2400.0
198e-45e8-93c7-de4d383615ea,2020-03-10,湖北,59.0,150.0,8850.0
7e44-479f-8753-bdeaa8648535,2020-03-10,湖北,98.0,150.0,14700.0
8381-4f24-b565-aa8be33f7839,2020-03-10,河南,7.0,150.0,1050.0
c6fa-4cf4-8434-b9ae4027783e,2020-03-10,广东,21.0,150.0,3150.0
fef9-447d-8b1f-13c3e3e09d75,2020-03-10,湖北,100.0,150.0,15000.0
00dd-410b-a7d1-8e46e5f1a7cd,2020-03-10,湖南,14.0,150.0,2100.0
5021-4b39-8721-11dcf7b53141,2020-03-10,湖南,12.0,150.0,1800.0
34f7-44fd-b2f7-8ccb4b113d5e,2020-03-10,广东,24.0,150.0,3600.0
87af-48e5-8bed-c5dcf9ecc172,2020-03-10,湖南,17.0,150.0,2550.0
bb8d-491c-b4d3-e58ac85469d0,2020-03-10,湖北,88.0,150.0,13200.0
e17c-442f-9dcd-e650e62468f5,2020-03-10,湖北,70.0,150.0,10500.0
8d81-4049-9192-5f00bbbc910b,2020-03-10,湖北,77.0,150.0,11550.0
af87-4451-8b1d-73cebe189470,2020-03-10,湖北,55.0,150.0,8250.0
de17-446c-95ae-3724f6068017,2020-03-10,湖南,14.0,150.0,2100.0
6f36-41bb-a8ad-f508be4dcb97,2020-03-10,江苏,4.0,150.0,600.0
1265-4d27-a5c6-d3d6f44cd594,2020-03-10,其他,7.0,150.0,1050.0
cd4c-45da-8254-90643a4bcd5a,2020-03-10,湖南,15.0,150.0,2250.0
59c4-4da7-9b09-bbae4a281498,2020-03-10,湖北,94.0,150.0,14100.0
5e0b-460d-a3e7-6acee0514c26,2020-03-10,广东,25.0,150.0,3750.0
4c78-4cba-ba3e-90b08e164efc,2020-03-10,湖北,60.0,150.0,9000.0
7a26-486e-83ab-d9bb9c797f99,2020-03-10,广东,20.0,150.0,3000.0
953f-4b46-a8a2-0eb0e39818a8,2020-03-10,广东,16.0,150.0,2400.0
94b7-43b4-88b8-af236e26ad17,2020-03-10,湖北,81.0,150.0,12150.0
43b2-4256-82a3-f90bb67cf746,2020-03-10,湖北,54.0,150.0,8100.0
39b9-4844-9817-53648aa43a68,2020-03-10,湖北,58.0,150.0,8700.0
e69b-4334-a847-8761c5586b3d,2020-03-10,其他,6.0,150.0,900.0
2f2b-4fbc-9ca2-841258dac19a,2020-03-10,湖北,56.0,150.0,8400.0
0893-4f3b-99f6-8798d8ca4cd3,2020-03-10,湖北,85.0,150.0,12750.0
be9a-4da0-b940-35c3c98ca991,2020-03-10,湖北,55.0,150.0,8250.0
65e2-432e-b7b7-b71708aa7f72,2020-03-10,湖北,92.0,150.0,13800.0
9345-4232-8b2e-432a100826f1,2020-03-10,湖北,79.0,150.0,11850.0
53ec-4fc5-9745-2f1aeb8e6bb5,2020-03-10,湖北,61.0,150.0,9150.0
da74-401b-9732-b27c21ac2b78,2020-03-10,湖北,60.0,150.0,9000.0
e56b-47ca-a14f-bc34a1c41d91,2020-03-10,湖北,59.0,150.0,8850.0
